实体,出现次数
nonblocking commit,1
Lockless GEM BO freeing,1
GEM BO,1
generic plane,1
sw fences,1
vGEM,1
exported vGEM buffers,1
exported vGEM,1
deferred renderer,1
renderer,1
hardware operations,1
buffer readiness,1
readiness,1
schedule operations,1
complete in-order,1
tightly controlled testcases,1
dma-buf fencing,1
hardware drivers,1
UNICORE32,1
MIPSr6 processors,1
syscall ABI,1
builtin device tree blob,1
device tree blob,1
J2 FPGA,1
Mimas v2,1
Mimas,1
J-Core J2,1
VSCSI,1
Tgt Driver,1
virtual SCSI device,1
IBM Power Servers,1
Power Servers,1
SCSI device,1
NT_PPC_TM_CTAR,1
NT_PPC_TM_CPPR,1
NT_PPC_TM_CDSCR,1
NT_PPC_VMX,1
NT_PPC_VSX,1
NT_PRFPREG,1
EBB registers,1
NT_PPC_CFPR,1
NT_PPC_CGPR,1
NT_PPC_CVMX,1
NT_PPC_CVSX,1
NT_PPPC_TAR,1
NT_PPC_PPR,1
NT_PPC_DSCR,1
Performance Monitor registers,1
TM SPR state,1
mmu_has_feature,1
operator panel,1
FSP machines,1
Power9 PMU,1
PowerPC perf,1
radix MMU mode,1
radix support,1
HV virtualization,1
MVME7100,1
Emerson/Artesyn MVME7100,1
MVME,1
execute-only mappings,1
vmx preemption timer,1
tsc deadline timer,1
deadline timer,1
vmexit latency,1
TSC deadline timer,1
Intel hosts,1
KVM_CAP_X2APIC_API,1
X2APIC,1
vcups,1
topdown events,1
Intel Skylake client uncore PMU,1
Intel Skylake client,1
Intel Skylake client uncore,1
powercap rapl,1
Skylake Server,1
Power Management Unit,1
GPIO expanders,1
expanders,1
Intel Edison boards,1
PWRMU,1
platform punit,1
punit,1
IIO interface,1
accelerometer axis data,1
eco LED,1
Skylake-based models,1
platform intel-vbtn,1
Intel Virtual Button,1
Virtual Button,1
Microoptimizations,1
entry code,1
syscall entry code,1
physical address randomization,1
KASLR memory randomization,1
kernel memory regions,1
physical mapping memory regions,1
vmalloc memory regions,1
software breakpoints,1
KVM Interface,1
vSIE,1
STP clock synchronization,1
hardware sampler,1
sampler,1
kcov support,1
cpu mhz,1
maximum thread id,1
mapping statistics,1
crc-32,1
vector-galois-field,1
galois-field,1
multiply,1
crc-32c,1
SIMD instruction,1
2GB hugepages,1
drawer,1
scheduling domain level,1
domain level,1
z13 machines,1
Performance tests,1
percent gain,1
additional domain,1
page table dumping,1
salvator-x,1
Renesas SoC,1
mt6755,1
ARM64 dts,1
mediatek mt6755,1
Aardvark,1
Aardvark PCIe,1
lg1313,1
ACPI Low Power Idle,1
ACPI Low Power Idle(LPI),1
IP checksum helpers,1
kernel return probes,1
return probes,1
HAVE_REGS_AND_STACK_ACCESS_API,1
core kexec,1
Xen specific,1
ACPI-based PCI,1
ACPI-based PCI host controller,1
PCI host controller,1
processor idle driver,1
ARM64 enable,1
ACPI based NUMA,1
Apalis TK1,1
Suspend-to-RAM,1
HOTPLUG_CPU,1
Parrot Board,1
bootable RAM,1
XMC board,1
AXP809 PMIC,1
inet86dz,1
inet86dz board,1
Polaroid MID2407PXE03,1
MID2407PXE03,1
Sinovoip,1
BPI-M2+,1
BPI-M2,1
Bananapi M1 Plus,1
Bananapi M1,1
Bananapi M1 Plus board,1
Sansa Fuze+,1
Sansa,1
Fuze+,1
Creative X-Fi3,1
X-Fi3,1
X-Fi3 support,1
iMX7S,1
Toradex Colibri iMX7S,1
Colibri iMX7S,1
Colibri iMX7D,1
Utilite Pro,1
Auvidea H100,1
Auvidea,1
H100,1
Odroid XU,1
Odroid XU board,1
clps711x,1
EDB7211,1
Cirrus Logic EDB7211 Development board,1
bcm23550,1
at91sam9260ek,1
Olimex SAM9-L9260,1
Hi3519,1
makefile entries,1
Qualcomm APQ8060,1
APQ8060-based Dragonboard,1
Qualcomm APQ8060-based Dragonboard,1
Device Tree sources,1
bcm958625hr,1
BCM953012ER,1
Xen ARM,1
virtual platforms,1
ARM BCM23550,1
ARM BCM23550 SMP,1
BCM23550 SMP,1
Broadcom BCM23550,1
Broadcom BCM23550 SoC,1
mainline kernels,1
kernel defconfigs,1
defconfigs,1
missing config options,1
packet truncation,1
MPLS over IPv4 tunnels,1
IPv4 tunnels,1
neighbor monitoring framework,1
TCP NV,1
TCP Vegas,1
10G networks,1
measurement noise,1
interrupt coalescence,1
coalescence,1
cwnd multiplicatively,1
Simple Internet Transition,1
nonlocal bind,1
TTL policy,1
RTX policy,1
prsctp PRIO policy,1
prsctp statistics,1
Partially Reliable Policies,1
default params,1
incoming call backlog queue,1
incoming call,1
netlabel,1
domain hash entries,1
hash entries,1
bulk dequeue,1
HTB setup,1
bonding setup,1
PREROUTING,1
vrf device,1
per-slave statistics,1
linkxstats callback,1
linkxstats,1
qdisc testing,1
IGMP/MLD,1
rule attribute,1
basic VRF FIB rules,1
packet type,1
packet mirroring,1
ipgre,1
ipgre devices,1
vht cap decode,1
vht cap,1
dd mesh,1
peer AID,1
FQ/codel,1
internal software queues,1
netlink operations,1
beacon report scanning,1
beacon report,1
radio measurement,1
SIT/GRE tunnels,1
IP over IP,1
networking namespace,1
draft-ietf-nvo3-gue-03,1
Generic Routing Encapsulation (gre),1
ICMP messages,1
gre+ipv6,1
FIP VLAN discovery,1
cbq scheduler,1
B.A.T.M.A.N Controller Area Network,1
Broadcast Manager,1
Throughput meter,1
batctl,1
netlink family,1
multicast optimization,1
bridged setups,1
originators,1
multicast flags,1
multicast optimizations,1
multipath RDS,1
verbs based solutions,1
RSS offload capability,1
send only multicast joins,1
joins,1
cma layer,1
multicast joins,1
fw_ver,1
Infiniband Software RDMA over Ethernet,1
Software RDMA,1
Linux network stack,1
standard Ethernet adapter,1
RoCE adapter,1
RXE driver,1
server side,1
per-connection limit,1
Near-Field Communication,1
NFC DEP Response Waiting Time,1
Response Waiting Time,1
Waiting Time,1
Authentication Failed,1
Failed,1
Disconnected Mgmt event,1
Disconnected,1
Mgmt,1
Low power Wireless Personal Area Networks,1
IPv6 neighbour discovery,1
neighbour discovery,1
short address handling,1
6CO handling,1
userspace option,1
two use-cases,1
CALIPSO,1
RFC 5570,1
CALIPSO RFC 5570,1
eXpress Data Path,1
emulated TPMs,1
TPMs,1
Proxy driver,1
measurement policy,1
PCRs,1
per rule basis,1
rule basis,1
SYS_CAP_RESOURCE,1
RESOURCE,1
policy hashing,1
Hardened usercopy,1
No-IOMMU,1
interdomain event channels,1
interdomain,1
PV backend,1
deprivileging,1
HAVE_DEBUG_KMEMLEAK,1
KMEMLEAK,1
overwrite settings,1
AVX-512 instructions,1
instructions test,1
forking,1
system status,1
non-sample events,1
resuling output file,1
dumping data,1
CPU sample type,1
cpu related,1
cmdline options,1
signedness casting,1
signedness,1
perf data ctf,1
load latency,1
loads event,1
mem-loads,1
cpu/mem-loads,1
stackcollapse.py,1
stackcollapse,1
llvm,1
scriptlet,1
eBPF scriptlet,1
ftrace-like,1
color output mode selection,1
color output mode,1
color escape sequences,1
color escape,1
escape sequences,1
python binding,1
demangling,1
programms,1
cgroup2 membership,1
bpf-way,1
Statically Defined Traces,1
cached probes,1
SDT events,1
probe cache,1
sdt_ prefix,1
SDT providers,1
event-name clash,1
pre-defined events,1
cached SDT events,1
cached events,1
usability support,1
new probes,1
Glob wildcard,1
cached/SDT events,1
pre-cached events,1
BUILDID,1
sdt_,1
cross-architecture unwinding,1
hardware architecture,1
pipe line bottlenecks,1
pipe line,1
bottlenecks,1
frontend cycles idle,1
backend cycles idle,1
standard perf stat output,1
standard perf stat,1
out of order effects,1
Intel Core CPUs,1
Atom CPUs,1
pipeline bottlenecks,1
current version,1
per event callchain limit,1
maximum stack limits,1
buffer space,1
callchain limit,1
XTS support,1
RSA CRT,1
RSA CRT mode,1
POWER8 optimised crc32c,1
crypto requests,1
TDMA mode,1
RSA algorithm,1
x86 AVX2,1
nvme/pci,1
generic NVMe over Fabrics,1
log_info,1
LOG_INFO,1
recovery messages,1
disk config option,1
rs-discard-granularity,1
thinly provisioned storage,1
THIN_RESYNC,1
bio-based support,1
request_fn,1
blk-mq rq-based,1
linear stripe,1
error targets,1
linear stripe and error targets,1
multipage buffered writes,1
non-lru pages,1
fragmentation problems,1
GPU driver,1
anonymous page,1
swap-in read ahead,1
read ahead,1
transparent-hugepage,1
integer knob,1
thp collapse rate,1
collapse rate,1
optimistic check,1
NR_ZSMALLOC,1
SLUB freelist randomization,1
pipe buffers,1
unix socket buffers,1
regression scenarios,1
lzo compression,1
lz4 compression,1
SMB 2.0,1
recovery performance,1
rados,1
CEPH rados,1
rados pool,1
pool namespace,1
CEPH rados pool,1
rados pool namespace,1
CEPH rados pool namespace,1
non-default filesystem,1
non-default,1
mode=lfs,1
data blocks,1
Enospc,1
iomap fiemap implementation,1
lockless waiter wakeup,1
reader-owned state,1
owner field,1
coverage instrumentation,1
debug builds,1
production builds,1
read-only protection,1
module init,1
timer wheel,1
slow search,1
next expiring timer,1
expiring timer,1
Gcc plugin support,1
Gcc plugin,1
binfmt handlers,1
changeroots,1
foreign architecture containers,1
foreign architecture,1
container image,1
panic(),1
culprit,1
2-phase API,1
CPU stats,1
pid limit,1
non-blocking pool,1
Chacha20-based CRNG,1
userspace programs,1
active pullup,1
DS18B20,1
Light Ridge controller,1
hisilicon SOCs,1
exynos-mipi-video,1
Exynos 5420,1
bcm-ns-usb2,1
NS2 SATA3,1
NS2 SATA3 PHY,1
Broadcom SATA3 PHY,1
SATA3 PHY driver,1
Nvidia Tegra XUSB,1
pad controller,1
Nvidia Tegra XUSB pad controller,1
kernel panic,1
Internal irqchips,1
external irqchips,1
per-cpu interrupt partitioning library,1
interrupt partitioning,1
SCFG,1
Layerscape SCFG,1
Layerscape SCFG MSI,1
Layerscape SCFG MSI controller,1
partitioned PPIs,1
PPIs,1
partitioned,1
Hisilicon SoC RNG,1
sh_irda,1
4GB mode,1
SMMUv1,1
64KB supplement,1
MXC SCC,1
Marathon,1
CAN-bus-PCIe,1
CAN-bus,1
timebase sync failures,1
timebase,1
omap-ssi,1
clk change,1
ie31200_edac,1
Arria10 OCRAM,1
Arria10 OCRAM ECC,1
ECC handling,1
exynos-srom,1
bank configuration,1
general purpose input,1
WAITPINs,1
WAIT pin,1
WAIT pin edge interrupts,1
GPMC to NAND interface,1
NAND interface,1
SROM,1
Samsung Exynos SROM,1
bus information,1
AXI Direct Memory Access Engine,1
Xilinx AXI Direct Memory Access Engine,1
Central Direct Memory Access Engine,1
Access Engine,1
AXI Central Direct Memory Access Engine,1
64 bit addressing,1
tegra-adma,1
Tegra210 ADMA,1
object hierarchy,1
chunk sizes,1
DMA transfers,1
per-lane PHYs,1
Marvell Armada 7K/8K PCIe controller,1
Intel Thunderbolt,1
Intel Thunderbolt device IDs,1
Intel Thunderbolt device,1
PCI Express Downstream Port Containment,1
Downstream Port Containment,1
Downstream,1
uncorrectable errors,1
extended capability,1
optional capability,1
power-domain,1
sub-power domains,1
sub-power,1
R-Car E2,1
R-Car H1,1
R-Car H2,1
R-Car M2-N,1
M2-N,1
R-Car M2-W,1
M2-W,1
Clock Domain,1
sdev,1
multiple channels,1
PMIC wrap,1
MT2701/7623,1
brcmstb SoC driver,1
NPS400 timers,1
MPS2 Timer driver,1
driversi,1
MPS2 Timer,1
SATA/XUSB PLLs,1
SATA/XUSB,1
PLL3 clock,1
PLL3,1
TCON channel1 clock,1
channel1,1
TCON0,1
clocks driver,1
TCON0 clocks,1
multiple clock providers,1
clock providers,1
pll-type,1
Armada AP806 system controller,1
Armada CP110 system controller,1
hi3519,1
hi3519 soc,1
artpec-6 clock controller,1
Standard Clocks,1
I2S PLL,1
I2S PLL clock driver,1
Microchip PIC32,1
Microchip PIC32 clock driver,1
Broadcom Vulcan ARM64,1
X-Gene GFC GPIO,1
gpio debounce,1
Galileo Gen2,1
gpio-it87,1
IT8620,1
IT8628,1
DWAPB,1
DWAPB GPIO controller,1
X-Gene platforms,1
Loongson1 GPIO,1
Loongson1 GPIO driver,1
max31722,1
MAX31722,1
MAX31723,1
IT8628E,1
VIN7,1
VIN10,1
PWM channels,1
automatic PWM control,1
PWM control,1
6 temperature sensors,1
multi-master mode,1
cn78xx,1
cn78xx chips,1
High-Level Controller,1
hi655x MFD driver,1
adc101c,1
adc121c,1
hp206c,1
sensor values,1
power regulator support,1
manual self-test flag clear,1
self-test flag,1
manual self-test,1
lsm9ds0-gyro,1
hp03,1
Hope RF,1
Hope RF HP03,1
HP03,1
bmp180,1
BMP180,1
Integrated,1
DS1803,1
MCP413X,1
MCP414X,1
MCP415X,1
MCP416X,1
MCP423X,1
MCP424X,1
MCP425X,1
MCP426X,1
FXLS8471Q,1
BH1780,1
ROHM BH1780,1
BMI160,1
Bosch BMI160,1
AM2315,1
NXP LPC18xx DAC,1
NXP LPC18xx DAC driver,1
AD5592R,1
AD5593R,1
AD5592R/AD5593R ADCs/DACs,1
AD5592R ADC,1
AD5593R DAC,1
AD5592R/AD5593R,1
NXP LPC18xx ADC,1
NXP LPC18xx ADC driver,1
h3lis331dl,1
UV index,1
VEML6070,1
A light sensor,1
Vishay VEML6070,1
UV A light sensor,1
max44000 driver,1
max44000,1
MAX44000,1
matrix support,1
usdhi6rol0,1
UHS modes,1
input clock frequency,1
variable input clock frequency,1
gd25lq64c,1
ECC pipelining,1
v6.2,1
v6.2 controllers,1
IFC controller,1
Broadcom NS2,1
Broadcom NS2 SoC,1
pin muxing,1
Baytrail platform,1
Amlogic Meson GXBB,1
Amlogic Meson GXBB SoC,1
pm8994,1
junction thermal warning,1
ramp rate,1
ramp rate setting,1
lp873x PMIC regulators,1
FAN53555BUC18X,1
FAN53555UC13X,1
RV3049,1
alarm functionality,1
wakealarm functionality,1
platform domain,1
PSys,1
Intel RAPL driver,1
Intel RAPL,1
busfreq,1
exynos4/5 busfreq driver,1
sub-blocks,1
exynos bus frequency driver,1
devfreq event,1
Network On Chip,1
NoC Probe,1
parent devfreq device,1
devfreq device,1
OPP table,1
remove node manager,1
node manager,1
enterprise server,1
enterprise,1
performance servers,1
fast frequency switching,1
frequency switching,1
CPU frequencies,1
cpufreq core,1
scheduler utilization,1
SOC_THERM driver,1
Thermal rockchip,1
RK3366,1
Thermal generic-adc,1
generic-adc,1
tango SoC,1
INT340X,1
core CPU,1
thermal safety,1
INT3400,1
ACPI device object,1
INT3401,1
INT340B,1
temperature information,1
cooling ability,1
thermal framework,1
GUI widgets,1
Intel Thermal Daemon,1
Memory Attributes table,1
Memory Attributes,1
EFI Bootloader Control module,1
Bootloader Control module,1
Control module,1
string argument,1
LoaderEntryOneShot,1
EFI variable,1
boot labels,1
LoaderEntryRebootReason,1
reboot reason,1
EFI Bootloader Control,1
capsule update,1
EFI capsule,1
capsule mechanism,1
data blobs,1
EFI firmware,1
update support,1
dsm_mask,1
subsystem ids,1
vendor-specific commands,1
initrd table,1
table override,1
table upgrade,1
upgrade mechanism,1
table upgrade mechanism,1
_HRV object,1
_HRV,1
Generic Event Device,1
platform interrupts,1
ACPI ASL statements,1
pic32_uart,1
PIC32 UART,1
mxs-auart,1
ASM9260,1
Alphascale ASM9260,1
mps2-uart,1
MPS2 UART driver,1
bauds,1
renesas-wdt,1
pic32-wdt,1
pic32-dmt,1
deadman timer,1
deadman,1
spi-pic32,1
pic32-sqi,1
PIC32 SQI,1
PIC32 SQI controller,1
UPORT,1
11x0,1
MOXA UPORT 11x0,1
AHxx,1
Cinterion PH8,1
Cinterion AHxx,1
ohci-jz4740,1
NVIDIA Tegra XUSB,1
NVIDIA Tegra XUSB controller,1
NVIDIA Tegra XUSB controller driver,1
virtual USB Device Controllers,1
virtual USB,1
USB Device Controllers,1
USB/IP,1
Z-order,1
DRM pipeline,1
RPF alpha multiplier,1
alpha multiplier,1
TechnoTrend,1
TechnoTrend S2-4200,1
Twin,1
TechnoTrend S2-4200 Twin,1
video capture cards,1
Adaptec eHome receiver,1
eHome,1
SMK eHome receiver,1
saa7115,1
CJC7113,1
DVB tuner,1
STK8096-PVR,1
STK8096,1
ref design,1
ref design based card,1
az6027,1
Elgato EyeTV Sat v3,1
cropcap operation,1
g_std operation,1
g_std,1
g_tvnorms operation,1
g_tvnorms,1
grabber,1
Xbox One Elite,1
third-party controllers,1
third-party,1
Xbox One Elite controller,1
Elite controller,1
E200HA,1
VivoBook E200HA,1
X205TA,1
Asus X205TA,1
Asus X205TA keyboard driver,1
binary controls,1
TAS5721,1
digital mute,1
pcm5102a,1
PCM5102A,1
dai-links,1
mt8173-rt5650-rt5676,1
rt5676,1
mt8173-rt5650,1
LR channel,1
packed transfers,1
cs47l24,1
audio trace firmware,1
audio trace,1
S16_LE,1
packed DMA transfers,1
24bit support,1
TAS5720,1
Broxton DSP,1
max98371,1
max98371 codec,1
max98371 codec driver,1
ALC3254,1
ALC701,1
ALC703,1
codecs support,1
M-Audio Profire 610,1
Profire,1
Profire 610,1
discovery mode,1
device led configuration,1
platform specific notification events,1
pass through MAC address,1
pass through,1
btcoexist,1
dma queue,1
dma queue interrupt,1
tunneling support,1
TSO offload,1
inner checksums,1
bandwidth configuration,1
link change notification,1
RSS-related configuration,1
bandwidth update,1
w5100,1
SPI interface mode,1
W5500,1
dsaf mode,1
dsaf,1
cpld_ctrl,1
cpld,1
dsaf port node,1
port node,1
port-idx-in-ae,1
port-idx,1
enet node,1
port-mode-offset,1
port-mode,1
port-rst-offset,1
reset-field-offset,1
reset-field,1
pause frame ctrl,1
HNS V2,1
syscon operation,1
debug dsaf device,1
service dsaf device,1
CPU port statistics,1
master netdev,1
mv88e6131,1
hardware bridging,1
STU capability,1
Qualcomm IPC,1
Qualcomm IPC router,1
accelerated RFS support,1
RX buffer allocation failures,1
dump module EEPROM,1
rxvlan-offload,1
fragmented memory support,1
fragmented memory,1
RX multi packet WQE,1
multi packet,1
per priority group,1
priority group,1
PPort counters,1
PPort,1
RXALL netdev feature,1
RXALL,1
aRFS flow tables,1
flow tables,1
aRFS mechanism,1
WQE stride,1
Hardware offloaded flower filter statistics support,1
Hardware offloaded,1
RX multi-packet WQE,1
accelerated RFS,1
ethtool counter,1
dump module,1
netdev feature,1
Hardware offloaded flower filter statistics,1
Flow steering,1
vport ACL support,1
vport ACL,1
device queue counters,1
device queue,1
FDB flowtable groups,1
promiscuous rx modes,1
rx modes,1
vf request handling,1
request handling,1
trust vf ndo,1
vf ndo,1
VST vport ingress/egress ACLs,1
inner IPv6 checksum offloads,1
inner IPv6 checksum,1
inner IPv6 checksum offload,1
HSR v1,1
mrf24j40,1
security-enabled bit,1
secured outbound frames,1
outbound frames,1
IEEE 802.1Qaz,1
802.1Qaz,1
IEEE 802.1Qbb,1
802.1Qbb,1
PAUSE frames,1
maximum rate,1
Windows hosts,1
per-queue ethtool stats,1
x550em_a,1
KR backplane devices,1
SGMII backplane interface,1
backplane interface,1
redirect action,1
cls_u32 offloads,1
cls_u32,1
single-port X550 device,1
VLAN filtering flag,1
x550em_a 10G MAC type,1
cls_u32 offload,1
UDP headers,1
82599 subdevice IDs,1
subdevice IDs,1
SGI support,1
debugfs hook,1
LQM vendor command,1
vendor command,1
TX CMD API,1
TCP/UDP checksum support,1
9000 family,1
driver RX queues sync command,1
UMAC internal txfifos,1
UMAC,1
txfifos,1
p2p device frames,1
device frames,1
queue #2,1
TCP/UDP checksum,1
driver RX queues,1
IPv6 IP-in-IP offload,1
allmulticast,1
vf-true-promisc-support,1
Geneve offload,1
XL710,1
promiscuous on VLAN,1
VF RSS,1
UDP_TUNNEL_CSUM,1
GRE_CSUM,1
Tx descriptor,1
12K bytes,1
8K bytes,1
GPRS Tunneling Protocol,1
mdio device,1
Marvell switches,1
T540-BT adapter,1
T540-BT,1
4356 sdio,1
BSS_SELECT,1
BSS_SELECT feature,1
BCM57314,1
bnx2fc,1
LED polarity,1
push-pull tx,1
push-pull,1
set_tsf vdev command,1
set_tsf,1
WMI 10.4,1
Extended Resource Config support,1
Extended Resource Config,1
MSI range support,1
debugfs provision,1
provision,1
Peer Stats feature,1
Peer Stats,1
Peer,1
MSI range,1
Scatter FCS,1
Raw Packet QP,1
Raw Packet,1
Intel Omni-Path,1
Omni-Path,1
HFI Silicon 100 Series,1
Intel Omni-Path HFI Silicon 100 Series,1
BCM2E71,1
Intel Bluetooth device 8265,1
8087:0a2b,1
timed output,1
timed,1
adis16220,1
adis16220 driver,1
adis16204,1
adis16204 driver,1
NCQ autosense,1
Zone ATA Command,1
Shingled Magnetic Recording,1
Shingled,1
Recording,1
Shingled Magnetic Recording devices,1
multiple queue,1
snic,1
additional stats,1
SATA phys,1
iSCSI target,1
offload driver,1
Chelsio iSCSI,1
Chelsio iSCSI target,1
Chelsio iSCSI target offload,1
Chelsio iSCSI target offload driver,1
ncr5380,1
atari_NCR5380.c,1
SmartSAN,1
SmartSAN 2.0,1
ibft,1
iBFT ACPI header,1
sas_address,1
sysfs device attribute,1
tcm_qla2xxx,1
jammer,1
SCSI command jammer,1
SCSI command discard,1
jammer/discard,1
discard capability,1
automatic target scan,1
target scan,1
user initiated rescan,1
user initiated,1
sh_mipi_dsi,1
legacy MAP functions,1
DRIVER_MODESET,1
MODESET,1
legacy MAP,1
reads/writes,1
fencing mechanism,1
Pixel clock,1
Pixel clock polarity,1
Timing Controller,1
Timing,1
AT070TN92,1
Innolux AT070TN92,1
Analogix DP,1
Rockchip specific extensions,1
Analogix DP driver,1
atmel-hlcdc bridge,1
asynchronous atomic commit operations,1
atomic commit,1
RGBX formats,1
RGBX,1
HW trigger mode,1
trigger mode,1
exynos Pipeline,1
Pipeline,1
VMWare,1
host messaging capability,1
host messaging,1
messaging capability,1
gamma ramp,1
driver option,1
uvd block,1
vce block,1
DRM_MODE_PAGE_FLIP_ASYNC,1
FLIP,1
Power sensor,1
GM108,1
Nouveau (nvidia) GM108,1
enable_dp_mst,1
multi-stream transport,1
single-stream transport,1
GEM debugging,1
Color manager,1
Async pageflip,1
Polaris GPUs,1
amdgpu driver,1
bitstreamer,1
SDP boards,1
Hisilicon kirin,1
Hisilicon kirin display driver,1
Allwinner A10 Display Engine,1
Analogix ANX78XX bridge,1
ANX78XX,1
ANX78XX bridge,1
ultra-low Full-HD SlimPort transmitter,1
Full-HD,1
SlimPort,1
portable devices,1
MyDP,1
Analogix ANX78XX,1
vCPU numbering,1
total number of vCPUs,1
query host access,1
query host access to volume,1
volume support,1
host access,1
tracks,1
DASD volume,1
correct formatting,1
include,1
eznps,1
eznps platform,1
ARCH_TRACEHOOK,1
regset support,1
native high-resolution timing code,1
high-resolution timing code,1
timing code,1
timing functions,1
internal cr16 cycle counters,1
cr16,1
high-resolution timing,1
sched_clock(),1
cr16 cycle counters,1
copy paste,1
paste,1
optimised mechanism,1
perf-stackdump,1
stackdump,1
sampling interrupt register state,1
Power ISA 3.0,1
Power ISA,1
Radix Tree MMU,1
Power9 Radix Tree MMU,1
live patching,1
48 bits,1
application virtual memory,1
Virtual Processors,1
nothreads,1
MT7628 EPHY,1
EPHY LEDs,1
LEDs pinmux,1
